     Index       y_measurement           y_fitting        descriptor_1
      4068    0.9606000000E-01    0.8724530463E-01   -0.1598024520E+03
      4069   -0.4858100000E+00   -0.4741508357E+00    0.1360137023E+04
      4070    0.6490000000E-01    0.7303690489E-01   -0.1213342366E+03
      4071   -0.5057200000E+00   -0.4919161259E+00    0.1408235262E+04
      4072    0.7221000000E-01    0.8398221945E-01   -0.1509678847E+03
      4073   -0.4776000000E+00   -0.4759741638E+00    0.1365073552E+04
      4074    0.9523000000E-01    0.8715476696E-01   -0.1595573278E+03
      4075   -0.4905200000E+00   -0.4842324134E+00    0.1387432166E+04
      4076    0.6303000000E-01    0.7466913712E-01   -0.1257533874E+03
      4077   -0.4812600000E+00   -0.4736770458E+00    0.1358854271E+04
      4078    0.9449000000E-01    0.8710501801E-01   -0.1594226361E+03
      4079   -0.4724700000E+00   -0.4780158475E+00    0.1370601263E+04
      4080    0.6753000000E-01    0.8331401077E-01   -0.1491587580E+03
      4081   -0.5075700000E+00   -0.7675624111E+00    0.2154527657E+04
      4082    0.5310000000E-01    0.1691849410E-01    0.3060230462E+02
      4083   -0.5815900000E+00   -0.5159219815E+00    0.1473229381E+04
      4084    0.7803000000E-01    0.8497088288E-01   -0.1536446195E+03
      4085   -0.5534700000E+00   -0.5151634423E+00    0.1471175691E+04
      4086    0.6155000000E-01    0.8112260047E-01   -0.1432256730E+03
      4087   -0.4726800000E+00   -0.4782199966E+00    0.1371153982E+04
      4088    0.8495000000E-01    0.8637767771E-01   -0.1574534148E+03
      4089   -0.4966400000E+00   -0.4854697355E+00    0.1390782126E+04
      4090    0.6108000000E-01    0.7641460314E-01   -0.1304791105E+03
      4091   -0.4765000000E+00   -0.4751318281E+00    0.1362792989E+04
      4092    0.9386000000E-01    0.8711298926E-01   -0.1594442177E+03
      4093   -0.5322400000E+00   -0.4604190409E+00    0.1322959181E+04
      4094    0.5953000000E-01    0.7814409500E-01   -0.1351615847E+03
      4095   -0.4724700000E+00   -0.4780044245E+00    0.1370570336E+04
      4096    0.9332000000E-01    0.8717003031E-01   -0.1595986522E+03
      4097   -0.4839000000E+00   -0.4743884000E+00    0.1360780211E+04
      4098    0.6406000000E-01    0.8241131698E-01   -0.1467147798E+03
      4099   -0.4797100000E+00   -0.4727019834E+00    0.1356214360E+04
      4100    0.8480000000E-01    0.8644965828E-01   -0.1576482970E+03
      4101   -0.5164900000E+00   -0.4976575500E+00    0.1423779753E+04
      4102    0.6042000000E-01    0.7918869152E-01   -0.1379897543E+03
      4103    0.4950000000E-01    0.2359887624E-03    0.7576898210E+02
      4104    0.5597000000E-01    0.3543855676E-01   -0.1953942649E+02
      4105    0.9287000000E-01    0.8725238154E-01   -0.1598216122E+03
      4106    0.7237000000E-01    0.8436531100E-01   -0.1520050774E+03
      4107    0.7809000000E-01    0.8532802221E-01   -0.1546115484E+03
      4108    0.6056000000E-01    0.8042339791E-01   -0.1413326326E+03
      4109    0.9251000000E-01    0.8737546519E-01   -0.1601548523E+03
      4110    0.6776000000E-01    0.8366354280E-01   -0.1501050907E+03
      4111    0.8472000000E-01    0.8661248804E-01   -0.1580891468E+03
      4112    0.6186000000E-01    0.8178624478E-01   -0.1450224420E+03
      4113    0.9222000000E-01    0.8750723266E-01   -0.1605116032E+03
      4114    0.7819000000E-01    0.8579946419E-01   -0.1558879435E+03
      4115   -0.4787300000E+00   -0.3006194570E+00    0.8903133571E+03
      4116    0.5649000000E-01    0.4538002772E-01   -0.4645524058E+02
      4117   -0.4946300000E+00   -0.3490308191E+00    0.1021383621E+04
      4118    0.6712000000E-01    0.6965091980E-01   -0.1121669267E+03
      4119   -0.4059700000E+00   -0.3622960515E+00    0.1057298279E+04
      4120   -0.4313500000E+00   -0.3827256739E+00    0.1112610005E+04
      4121   -0.4129100000E+00   -0.3698000018E+00    0.1077614682E+04
      4122   -0.4446400000E+00   -0.3799310807E+00    0.1105043846E+04
      4123   -0.4054900000E+00   -0.3636972557E+00    0.1061091938E+04
      4124   -0.4183500000E+00   -0.3738389919E+00    0.1088549956E+04
      4125   -0.4989300000E+00   -0.3920122616E+00    0.1137752770E+04
      4126   -0.3942300000E+00   -0.3561024838E+00    0.1040529642E+04
      4127   -0.4369600000E+00   -0.3748920088E+00    0.1091400923E+04
      4128   -0.4046400000E+00   -0.3652598377E+00    0.1065322516E+04
      4129   -0.4619500000E+00   -0.5634366899E+00    0.1601872020E+04
      4130    0.1035200000E+00    0.8817931084E-01   -0.1623312063E+03
      4131   -0.4242100000E+00   -0.3785398968E+00    0.1101277316E+04
      4132   -0.4115700000E+00   -0.3701370475E+00    0.1078527209E+04
      4133   -0.4794100000E+00   -0.3907122959E+00    0.1134233207E+04
      4134   -0.3949000000E+00   -0.3573973881E+00    0.1044035502E+04
      4135   -0.4645300000E+00   -0.3557551918E+00    0.1039589374E+04
      4136   -0.3951200000E+00   -0.3582266450E+00    0.1046280655E+04
      4137   -0.4298300000E+00   -0.3775374848E+00    0.1098563358E+04
      4138   -0.4524200000E+00   -0.3721031554E+00    0.1083850304E+04
      4139   -0.4034300000E+00   -0.3665453036E+00    0.1068802822E+04
      4140   -0.3949200000E+00   -0.3593334306E+00    0.1049277197E+04
      4141   -0.4504100000E+00   -0.5304718805E+00    0.1512622181E+04
      4142    0.6673000000E-01    0.7202009289E-01   -0.1185812916E+03
      4143   -0.4166400000E+00   -0.3735276858E+00    0.1087707117E+04
      4144   -0.4099200000E+00   -0.3705127403E+00    0.1079544370E+04
      4145   -0.4433600000E+00   -0.3772325067E+00    0.1097737652E+04
      4146   -0.3943100000E+00   -0.3603337428E+00    0.1051985470E+04
      4147   -0.4225300000E+00   -0.3774010302E+00    0.1098193917E+04
      4148   -0.4018900000E+00   -0.3670309262E+00    0.1070117610E+04
      4149   -0.4353900000E+00   -0.3699235353E+00    0.1077949140E+04
      4150   -0.3933000000E+00   -0.3616391845E+00    0.1055519859E+04
      4151   -0.4989900000E+00   -0.3878604203E+00    0.1126511960E+04
      4152   -0.3804200000E+00   -0.3512167770E+00    0.1027301944E+04
      4153   -0.4777700000E+00   -0.5865298881E+00    0.1664395185E+04
      4154    0.7257000000E-01    0.8480248278E-01   -0.1531886884E+03
      4155   -0.4787900000E+00   -0.3446251247E+00    0.1009455522E+04
      4156   -0.3810900000E+00   -0.3526111370E+00    0.1031077073E+04
      4157   -0.4080200000E+00   -0.3711173677E+00    0.1081181355E+04
      4158   -0.4281000000E+00   -0.3724520120E+00    0.1084794808E+04
      4159   -0.3919400000E+00   -0.3627330061E+00    0.1058481302E+04
      4160   -0.4635300000E+00   -0.3481337580E+00    0.1018954893E+04
      4161   -0.3812800000E+00   -0.3538308915E+00    0.1034379470E+04
      4162   -0.4147200000E+00   -0.3736007758E+00    0.1087905003E+04
      4163   -0.4000500000E+00   -0.3677071038E+00    0.1071948312E+04
      4164   -0.4514500000E+00   -0.3537874657E+00    0.1034261898E+04
      4165   -0.4524300000E+00   -0.5015174377E+00    0.1434230120E+04
      4166    0.8471000000E-01    0.8677732176E-01   -0.1585354222E+03
      4167   -0.3810300000E+00   -0.3548392401E+00    0.1037109501E+04
      4168   -0.4207000000E+00   -0.3755859317E+00    0.1093279669E+04
      4169   -0.4420000000E+00   -0.3610155497E+00    0.1053831413E+04
      4170   -0.3902400000E+00   -0.3635577716E+00    0.1060714295E+04
      4171   -0.3803600000E+00   -0.3556679048E+00    0.1039353051E+04
      4172   -0.4059300000E+00   -0.3717123985E+00    0.1082792358E+04
      4173   -0.3979500000E+00   -0.3682256809E+00    0.1073352322E+04
      4174   -0.4339200000E+00   -0.3752827808E+00    0.1092458910E+04
      4175   -0.3793000000E+00   -0.3562916593E+00    0.1041041821E+04
      4176   -0.4126800000E+00   -0.3729339768E+00    0.1086099693E+04
      4177   -0.4642500000E+00   -0.5636023213E+00    0.1602320455E+04
      4178    0.1027800000E+00    0.8818415404E-01   -0.1623443189E+03
      4179   -0.3882600000E+00   -0.3640734873E+00    0.1062110558E+04
      4180   -0.4263500000E+00   -0.3676066324E+00    0.1071676293E+04
      4181   -0.3778700000E+00   -0.3564530265E+00    0.1041478711E+04
      4182   -0.4980700000E+00   -0.3459842222E+00    0.1013135180E+04
      4183   -0.3627400000E+00   -0.3383349427E+00    0.9924253087E+03
      4184   -0.4784600000E+00   -0.3515617963E+00    0.1028236059E+04
      4185   -0.3634600000E+00   -0.3401866995E+00    0.9974388065E+03
      4186   -0.4629500000E+00   -0.3590765646E+00    0.1048581751E+04
      4187   -0.3637000000E+00   -0.3417149281E+00    0.1001576375E+04
      4188   -0.3956700000E+00   -0.3690048138E+00    0.1075461768E+04
      4189   -0.4412300000E+00   -0.4490968742E+00    0.1292305233E+04
      4190    0.6536000000E-01    0.7486993000E-01   -0.1262970196E+03
      4191   -0.4188300000E+00   -0.3721506278E+00    0.1083978832E+04
      4192   -0.3761100000E+00   -0.3563142290E+00    0.1041102927E+04
      4193   -0.4504200000E+00   -0.3349009065E+00    0.9831279040E+03
      4194   -0.4037200000E+00   -0.3710436261E+00    0.1080981705E+04
      4195   -0.3860300000E+00   -0.3644660943E+00    0.1063173513E+04
      4196   -0.3634900000E+00   -0.3432318713E+00    0.1005683389E+04
      4197   -0.4406100000E+00   -0.3582180967E+00    0.1046257511E+04
      4198   -0.3628700000E+00   -0.3446396633E+00    0.1009494884E+04
      4199   -0.4106200000E+00   -0.3726896357E+00    0.1085438157E+04
      4200   -0.3740600000E+00   -0.3565261531E+00    0.1041676696E+04
      4201   -0.4977400000E+00   -0.3959036171E+00    0.1148288334E+04
      4202    0.1021100000E+00    0.8820427162E-01   -0.1623987858E+03
      4203   -0.4323000000E+00   -0.3616347921E+00    0.1055507967E+04
      4204   -0.3618500000E+00   -0.3455932448E+00    0.1012076637E+04
      4205   -0.3933000000E+00   -0.3688044225E+00    0.1074919223E+04
      4206   -0.3836200000E+00   -0.3646170856E+00    0.1063582311E+04
      4207   -0.4247200000E+00   -0.3605410650E+00    0.1052546780E+04
      4208   -0.3604800000E+00   -0.3460780141E+00    0.1013389115E+04
      4209   -0.4015000000E+00   -0.3701872505E+00    0.1078663130E+04
      4210   -0.3717800000E+00   -0.3568395335E+00    0.1042525151E+04
      4211   -0.4170100000E+00   -0.3679139872E+00    0.1072508434E+04
      4212   -0.3588000000E+00   -0.3463714122E+00    0.1014183469E+04
      4213   -0.4430400000E+00   -0.4582225982E+00    0.1317012471E+04
      4214    0.6433000000E-01    0.8254762780E-01   -0.1470838315E+03
      4215   -0.4973100000E+00   -0.3903662571E+00    0.1133296332E+04
      4216   -0.3400800000E+00   -0.3151975692E+00    0.9297825422E+03
      4217   -0.4780400000E+00   -0.3373460431E+00    0.9897479345E+03
      4218   -0.3409400000E+00   -0.3184287954E+00    0.9385308537E+03
      4219   -0.4625400000E+00   -0.3336079204E+00    0.9796272374E+03
      4220   -0.3811300000E+00   -0.3643640129E+00    0.1062897135E+04
      4221   -0.3413500000E+00   -0.3211294660E+00    0.9458427242E+03
      4222   -0.4495000000E+00   -0.3402551019E+00    0.9976240010E+03
      4223   -0.3413200000E+00   -0.3233893548E+00    0.9519612096E+03
      4224   -0.3909300000E+00   -0.3679853472E+00    0.1072701636E+04
      4225   -0.4794900000E+00   -0.5584185707E+00    0.1588285825E+04
      4226    0.9200000000E-01    0.8759120273E-01   -0.1607389461E+03
      4227   -0.3693400000E+00   -0.3573234552E+00    0.1043835334E+04
      4228   -0.4086600000E+00   -0.3717573367E+00    0.1082914025E+04
      4229   -0.3568500000E+00   -0.3464065219E+00    0.1014278526E+04
      4230   -0.4394300000E+00   -0.3546603803E+00    0.1036625251E+04
      4231   -0.3409200000E+00   -0.3251361162E+00    0.9566904399E+03
      4232   -0.4310200000E+00   -0.3566387056E+00    0.1041981424E+04
      4233   -0.3401500000E+00   -0.3263642309E+00    0.9600154717E+03
      4234   -0.3993800000E+00   -0.3691270043E+00    0.1075792590E+04
      4235   -0.3547000000E+00   -0.3458846863E+00    0.1012865694E+04
      4236   -0.4232100000E+00   -0.3503953482E+00    0.1025077985E+04
      4237   -0.4670200000E+00   -0.4095139225E+00    0.1185137252E+04
      4238    0.5529000000E-01    0.2847802978E-01   -0.6943027639E+00
      4239   -0.4540800000E+00   -0.4993350666E+00    0.1428321508E+04
      4240    0.6349000000E-01    0.7656612312E-01   -0.1308893399E+03
      4241   -0.3390600000E+00   -0.3270943265E+00    0.9619921527E+03
      4242   -0.3786600000E+00   -0.3636456816E+00    0.1060952305E+04
      4243   -0.3668500000E+00   -0.3572623190E+00    0.1043669812E+04
      4244   -0.4153600000E+00   -0.3629723628E+00    0.1059129343E+04
      4245   -0.3377000000E+00   -0.3273599325E+00    0.9627112618E+03
      4246   -0.3886900000E+00   -0.3671824652E+00    0.1070527891E+04
      4247   -0.3524200000E+00   -0.3451365190E+00    0.1010840085E+04
      4248   -0.4069200000E+00   -0.3696177583E+00    0.1077121271E+04
      4249   -0.3361000000E+00   -0.3271633835E+00    0.9621791196E+03
      4250   -0.3643800000E+00   -0.3565365201E+00    0.1041704764E+04
      4251   -0.4446900000E+00   -0.4504615803E+00    0.1296000076E+04
      4252    0.1015100000E+00    0.8824812054E-01   -0.1625175036E+03
      4253   -0.4971000000E+00   -0.4089893899E+00    0.1183717118E+04
      4254   -0.3119400000E+00   -0.2824975404E+00    0.8412495777E+03
      4255   -0.4775700000E+00   -0.3650416661E+00    0.1064731832E+04
      4256   -0.3763300000E+00   -0.3628151003E+00    0.1058703566E+04
      4257   -0.3500800000E+00   -0.3440415136E+00    0.1007875437E+04
      4258   -0.3129900000E+00   -0.2859717707E+00    0.8506558050E+03
      4259   -0.4620500000E+00   -0.3533940262E+00    0.1033196689E+04
      4260   -0.3136700000E+00   -0.2888202797E+00    0.8583679374E+03
      4261   -0.3974900000E+00   -0.3674735496E+00    0.1071315981E+04
      4262   -0.3343300000E+00   -0.3264088059E+00    0.9601361554E+03
      4263   -0.4657900000E+00   -0.5736416777E+00    0.1629501287E+04
      4264    0.6155000000E-01    0.7854972991E-01   -0.1362598119E+03
      4265   -0.4487000000E+00   -0.3477012501E+00    0.1017783909E+04
      4266   -0.3140000000E+00   -0.2910822076E+00    0.8644919436E+03
      4267   -0.4386100000E+00   -0.3510782178E+00    0.1026926805E+04
      4268   -0.3140200000E+00   -0.2927506620E+00    0.8690091634E+03
      4269   -0.4300000000E+00   -0.3553168964E+00    0.1038402721E+04
      4270   -0.3137500000E+00   -0.2937976490E+00    0.8718438050E+03
      4271   -0.3867100000E+00   -0.3660303661E+00    0.1067408666E+04
      4272   -0.3324600000E+00   -0.3249757237E+00    0.9562561888E+03
      4273   -0.3620500000E+00   -0.3553190087E+00    0.1038408440E+04
      4274   -0.3477900000E+00   -0.3422611942E+00    0.1003055351E+04
      4275   -0.4357500000E+00   -0.4388315502E+00    0.1264512610E+04
      4276    0.1009600000E+00    0.8832786705E-01   -0.1627334115E+03
      4277   -0.4220300000E+00   -0.3533901325E+00    0.1033186147E+04
      4278   -0.3132200000E+00   -0.2942109684E+00    0.8729628373E+03
      4279   -0.4140200000E+00   -0.3574355908E+00    0.1044138933E+04
      4280   -0.3124700000E+00   -0.2939710111E+00    0.8723131703E+03
      4281   -0.3742700000E+00   -0.3611909391E+00    0.1054306267E+04
      4282   -0.3305200000E+00   -0.3227995647E+00    0.9503643956E+03
      4283   -0.4055100000E+00   -0.3670730488E+00    0.1070231654E+04
      4284   -0.3115400000E+00   -0.2930143252E+00    0.8697230125E+03
      4285   -0.3456400000E+00   -0.3398317247E+00    0.9964777377E+03
      4286   -0.3959600000E+00   -0.3651164219E+00    0.1064934228E+04
      4287   -0.4993000000E+00   -0.4952221982E+00    0.1417186214E+04
      4288    0.5988000000E-01    0.7877955901E-01   -0.1368820576E+03
      4289   -0.3104600000E+00   -0.2912585703E+00    0.8649694330E+03
      4290   -0.3599900000E+00   -0.3532791678E+00    0.1032885718E+04
      4291   -0.3286300000E+00   -0.3197721858E+00    0.9421679860E+03
      4292   -0.3850900000E+00   -0.3640669608E+00    0.1062092888E+04
      4293   -0.3092800000E+00   -0.2887071747E+00    0.8580617136E+03
      4294   -0.3437000000E+00   -0.3370307072E+00    0.9888941854E+03
      4295   -0.3268300000E+00   -0.3157208681E+00    0.9311993363E+03
      4296   -0.4967300000E+00   -0.4287749593E+00    0.1237285117E+04
      4297   -0.3725700000E+00   -0.3593236157E+00    0.1049250624E+04
      4298   -0.3080600000E+00   -0.2854578193E+00    0.8492643187E+03
      4299   -0.4372900000E+00   -0.4255693476E+00    0.1228606155E+04
      4300    0.1004700000E+00    0.8846047812E-01   -0.1630924464E+03
      4301   -0.2805100000E+00   -0.2316428207E+00    0.7035640996E+03
      4302   -0.4774600000E+00   -0.3608037808E+00    0.1053258064E+04
      4303   -0.2815500000E+00   -0.2344264858E+00    0.7111006718E+03
      4304   -0.4617000000E+00   -0.3626010166E+00    0.1058123950E+04
      4305   -0.2824000000E+00   -0.2372876728E+00    0.7188471286E+03
      4306   -0.4484000000E+00   -0.3479027657E+00    0.1018329498E+04
      4307   -0.2830600000E+00   -0.2407580941E+00    0.7282430436E+03
      4308   -0.4380600000E+00   -0.3461687231E+00    0.1013634703E+04
      4309   -0.2835300000E+00   -0.2448084325E+00    0.7392090419E+03
      4310   -0.4292700000E+00   -0.3444509177E+00    0.1008983869E+04
      4311   -0.4807000000E+00   -0.5401497458E+00    0.1538824302E+04
      4312    0.6800000000E-01    0.8351101876E-01   -0.1496921429E+03
      4313   -0.2838500000E+00   -0.2461515297E+00    0.7428453805E+03
      4314   -0.3582900000E+00   -0.3505723509E+00    0.1025557207E+04
      4315   -0.3068300000E+00   -0.2817235047E+00    0.8391539319E+03
      4316   -0.4212300000E+00   -0.3522108009E+00    0.1029993192E+04
      4317   -0.2840200000E+00   -0.2466906681E+00    0.7443050589E+03
      4318   -0.3252100000E+00   -0.3105627402E+00    0.9172340777E+03
      4319   -0.4131000000E+00   -0.3540071680E+00    0.1034856726E+04
      4320   -0.2840500000E+00   -0.2459516525E+00    0.7423042276E+03
      4321   -0.4045300000E+00   -0.3649769929E+00    0.1064556734E+04
      4322   -0.2839600000E+00   -0.2437104220E+00    0.7362362580E+03
      4323   -0.4460300000E+00   -0.4766529369E+00    0.1366911281E+04
      4324    0.9184000000E-01    0.8766242277E-01   -0.1609317692E+03
      4325   -0.3421100000E+00   -0.3334307304E+00    0.9791475083E+03
      4326   -0.3056400000E+00   -0.2778855451E+00    0.8287629338E+03
      4327   -0.3949000000E+00   -0.3632288808E+00    0.1059823847E+04
      4328   -0.2837900000E+00   -0.2431528427E+00    0.7347266524E+03
      4329   -0.3839500000E+00   -0.3615097856E+00    0.1055169521E+04
      4330   -0.2835200000E+00   -0.2427585934E+00    0.7336592508E+03
      4331   -0.3238400000E+00   -0.3040928610E+00    0.8997173473E+03
      4332   -0.3045500000E+00   -0.2744048584E+00    0.8193392260E+03
      4333   -0.3713600000E+00   -0.3563820960E+00    0.1041286672E+04
      4334   -0.2832100000E+00   -0.2424371339E+00    0.7327889225E+03
      4335   -0.4552200000E+00   -0.4732711543E+00    0.1357755349E+04
      4336    0.7832000000E-01    0.8604818126E-01   -0.1565613270E+03
      4337   -0.3570600000E+00   -0.3471855299E+00    0.1016387634E+04
      4338   -0.2828400000E+00   -0.2421547921E+00    0.7320245025E+03
      4339   -0.3035900000E+00   -0.2716729467E+00    0.8119427725E+03
      4340   -0.3409200000E+00   -0.3289910742E+00    0.9671274602E+03
      4341   -0.2824500000E+00   -0.2418931888E+00    0.7313162304E+03
      4342   -0.3227900000E+00   -0.2954183783E+00    0.8762318124E+03
      4343   -0.2820400000E+00   -0.2416412192E+00    0.7306340410E+03
      4344   -0.3028000000E+00   -0.2699802392E+00    0.8073598894E+03
      4345   -0.2816300000E+00   -0.2413928087E+00    0.7299614875E+03
      4346   -0.2812500000E+00   -0.2411418427E+00    0.7292820151E+03
      4347   -0.4386300000E+00   -0.4244577744E+00    0.1225596651E+04
      4348    0.8474000000E-01    0.8680689053E-01   -0.1586154775E+03
      4349   -0.4965000000E+00   -0.4231813152E+00    0.1222140730E+04
      4350   -0.4774000000E+00   -0.3639465905E+00    0.1061766994E+04
      4351   -0.4615200000E+00   -0.3659575354E+00    0.1067211482E+04
      4352   -0.4482900000E+00   -0.3492817166E+00    0.1022062908E+04
      4353   -0.4378200000E+00   -0.3451993103E+00    0.1011010088E+04
      4354   -0.4289700000E+00   -0.3425559426E+00    0.1003853361E+04
      4355   -0.4208600000E+00   -0.3505303328E+00    0.1025443446E+04
      4356   -0.4126800000E+00   -0.3519316969E+00    0.1029237538E+04
      4357   -0.4040700000E+00   -0.3631439116E+00    0.1059593799E+04
      4358   -0.3943800000E+00   -0.3606663940E+00    0.1052886099E+04
      4359   -0.4849700000E+00   -0.3051517659E+00    0.9025842558E+03
      4360    0.5919000000E-01    0.4843943960E-01   -0.5473837712E+02
      4361   -0.4666500000E+00   -0.4745368110E+00    0.1361182023E+04
      4362    0.6073000000E-01    0.7946761679E-01   -0.1387449243E+03
      4363   -0.3833700000E+00   -0.3586288016E+00    0.1047369465E+04
      4364   -0.3707200000E+00   -0.3527796667E+00    0.1031533355E+04
      4365   -0.3563700000E+00   -0.3434989584E+00    0.1006406508E+04
      4366   -0.3402100000E+00   -0.3240636502E+00    0.9537868157E+03
      4367   -0.3221100000E+00   -0.2816656637E+00    0.8389973315E+03
      4368   -0.3022200000E+00   -0.2693611727E+00    0.8056838115E+03
      4369   -0.2808800000E+00   -0.2408832580E+00    0.7285819158E+03
      4370   -0.2587800000E+00   -0.2092633458E+00    0.6429732888E+03
      4371   -0.4470300000E+00   -0.4157148241E+00    0.1201925745E+04
      4372    0.1000500000E+00    0.8864681152E-01   -0.1635969306E+03
      4373   -0.4308700000E+00   -0.4030701830E+00    0.1167691293E+04
      4374    0.6083000000E-01    0.8050820730E-01   -0.1415622479E+03
      4375   -0.4999800000E+00   -0.5069478656E+00    0.1448932611E+04
      4376    0.9968000000E-01    0.8885367610E-01   -0.1641570015E+03
      4377   -0.4396800000E+00   -0.4239108154E+00    0.1224115799E+04
      4378    0.7276000000E-01    0.8466203756E-01   -0.1528084431E+03
      4379   -0.4559300000E+00   -0.4690423984E+00    0.1346306298E+04
      4380    0.9174000000E-01    0.8778213112E-01   -0.1612558709E+03
      4381   -0.4321500000E+00   -0.4028450615E+00    0.1167081793E+04
      4382    0.6212000000E-01    0.8175881908E-01   -0.1449481889E+03
      4383   -0.4811800000E+00   -0.5235782575E+00    0.1493958195E+04
      4384    0.9938000000E-01    0.8904323920E-01   -0.1646702299E+03
      4385   -0.4331800000E+00   -0.4040630246E+00    0.1170379340E+04
      4386    0.8479000000E-01    0.8686856512E-01   -0.1587824570E+03
      4387   -0.4671400000E+00   -0.4980669693E+00    0.1424888226E+04
      4388    0.6456000000E-01    0.8247146484E-01   -0.1468776258E+03
      4389   -0.4711100000E+00   -0.4277913389E+00    0.1234622036E+04
      4390    0.5167000000E-01    0.6598371792E-02    0.5854328989E+02
      4391   -0.4403700000E+00   -0.4173999531E+00    0.1206488110E+04
      4392    0.9912000000E-01    0.8919290211E-01   -0.1650754314E+03
      4393   -0.4476000000E+00   -0.4298119989E+00    0.1240092827E+04
      4394    0.7846000000E-01    0.8616148604E-01   -0.1568680915E+03
      4395   -0.4339500000E+00   -0.4015193970E+00    0.1163492652E+04
      4396    0.9167000000E-01    0.8796206589E-01   -0.1617430313E+03
      4397   -0.4561400000E+00   -0.4350552654E+00    0.1254288592E+04
      4398    0.6821000000E-01    0.8357803200E-01   -0.1498735764E+03
      4399   -0.4258400000E+00   -0.3845142583E+00    0.1117452468E+04
      4400    0.9892000000E-01    0.8929209567E-01   -0.1653439908E+03
      4401   -0.5000200000E+00   -0.4665184783E+00    0.1339472967E+04
      4402    0.8487000000E-01    0.8724156581E-01   -0.1597923294E+03
      4403   -0.4269300000E+00   -0.3834075373E+00    0.1114456101E+04
      4404    0.9166000000E-01    0.8824494698E-01   -0.1625089114E+03
      4405   -0.4810900000E+00   -0.5075860688E+00    0.1450660500E+04
      4406    0.6738000000E-01    0.7211658676E-01   -0.1188425418E+03
      4407   -0.4406800000E+00   -0.4077148344E+00    0.1180266351E+04
      4408    0.7294000000E-01    0.8493086538E-01   -0.1535362750E+03
      4409   -0.4343900000E+00   -0.3964424201E+00    0.1149747104E+04
      4410    0.9876000000E-01    0.8936081913E-01   -0.1655300546E+03
      4411   -0.4563900000E+00   -0.5824614600E+00    0.1653380210E+04
      4412    0.5886000000E-01    0.4931049207E-01   -0.5709668872E+02
      4413   -0.4478100000E+00   -0.4391235624E+00    0.1265303212E+04
      4414    0.1084100000E+00    0.8996811903E-01   -0.1671742752E+03
      4415   -0.4277400000E+00   -0.3825563175E+00    0.1112151485E+04
      4416    0.6700000000E-01    0.7259462604E-01   -0.1201367986E+03
      4417   -0.4668700000E+00   -0.4697946249E+00    0.1348342897E+04
      4418    0.1080000000E+00    0.8998313816E-01   -0.1672149384E+03
      4419   -0.4282400000E+00   -0.3811532227E+00    0.1108352707E+04
      4420    0.6559000000E-01    0.7627101164E-01   -0.1300903469E+03
      4421   -0.4560400000E+00   -0.4162831458E+00    0.1203464435E+04
      4422    0.1076100000E+00    0.9001115682E-01   -0.1672907969E+03
      4423   -0.4344600000E+00   -0.3902575975E+00    0.1133002144E+04
      4424    0.6378000000E-01    0.7676186305E-01   -0.1314192916E+03
      4425   -0.4406300000E+00   -0.4023568494E+00    0.1165759994E+04
      4426    0.1072400000E+00    0.9004966673E-01   -0.1673950597E+03
      4427   -0.4202200000E+00   -0.3699384586E+00    0.1077989544E+04
      4428    0.6185000000E-01    0.7857897896E-01   -0.1363390016E+03
      4429   -0.5000500000E+00   -0.4572706570E+00    0.1314435159E+04
      4430    0.1069000000E+00    0.9009530529E-01   -0.1675186228E+03
      4431   -0.4211400000E+00   -0.3710530254E+00    0.1081007153E+04
      4432    0.6011000000E-01    0.7954873364E-01   -0.1389645423E+03
      4433   -0.4904500000E+00   -0.3210936835E+00    0.9457458455E+03
      4434    0.5457000000E-01    0.2412959224E-01    0.1107877761E+02
      4435   -0.4808400000E+00   -0.4386580615E+00    0.1264042902E+04
      4436    0.1065800000E+00    0.9014403719E-01   -0.1676505609E+03
      4437   -0.4284200000E+00   -0.3801710505E+00    0.1105693547E+04
      4438    0.7860000000E-01    0.8638632012E-01   -0.1574768135E+03
      4439   -0.4475200000E+00   -0.4136994614E+00    0.1196469296E+04
      4440    0.9865000000E-01    0.8943537732E-01   -0.1657319155E+03
      4441   -0.4217500000E+00   -0.3720870438E+00    0.1083806683E+04
      4442    0.6093000000E-01    0.8018325621E-01   -0.1406824663E+03
      4443   -0.4664100000E+00   -0.4468934581E+00    0.1286339643E+04
      4444    0.1062900000E+00    0.9019102393E-01   -0.1677777741E+03
      4445   -0.4341500000E+00   -0.3896304536E+00    0.1131304197E+04
      4446    0.9167000000E-01    0.8859163505E-01   -0.1634475443E+03
      4447   -0.4220500000E+00   -0.3735602794E+00    0.1087795362E+04
      4448    0.6102000000E-01    0.8087675926E-01   -0.1425600757E+03
      4449   -0.4557100000E+00   -0.4231426298E+00    0.1222035992E+04
      4450    0.1060400000E+00    0.9023133629E-01   -0.1678869169E+03
      4451   -0.4402500000E+00   -0.3981062543E+00    0.1154251815E+04
      4452    0.6230000000E-01    0.8187168625E-01   -0.1452537686E+03
      4453   -0.4282700000E+00   -0.3796063814E+00    0.1104164746E+04
      4454    0.1058100000E+00    0.9026090709E-01   -0.1679669777E+03
      4455   -0.4593100000E+00   -0.5862149703E+00    0.1663542568E+04
      4456    0.5648000000E-01    0.4846574171E-01   -0.5480958819E+02
      4457   -0.4468800000E+00   -0.3912636776E+00    0.1135726033E+04
      4458    0.8497000000E-01    0.8768755149E-01   -0.1609998034E+03
