name    target    f1    f2    f3    f4    f5    f6    iz1    iz2    iz3    iz4    iz5    iz6
bridge-5-75    0.10275    -1301.57427    -1278.1564    16.20498    80.58048    270.35254    3891.42384    0.18216    0.78556    0.02893    0.08736    1.46134    34.17805
bridge-5-76    0.10076    -1297.42882    -1276.13166    27.1064    65.82273    216.34468    3894.30521    0.02344    0.52271    0.0172    0.07693    0.70408    97.21421
bridge-5-77    0.10335    -1297.50986    -1277.80265    30.61526    59.36613    210.22364    3895.59328    0.06522    0.54088    0.01011    0.07509    0.54938    110.4217
bridge-5-78    0.10051    -1301.24262    -1276.38824    13.33983    78.46533    249.1825    3894.6111    0.08476    0.70239    0.0253    0.07045    1.40311    45.91355
bridge-5-79    0.1134    -1295.37528    -1278.81917    26.22475    43.09497    196.67575    3900.53669    0.27986    0.69651    0.00496    0.04908    0.28381    132.4309
bridge-5-8    0.10258    -1298.2029    -1265.12358    -87.55685    63.87495    343.47423    3888.35937    9.30E-05    0.30204    0.0198    0.18018    1.61859    34.88699
bridge-5-80    0.09936    -1299.31333    -1278.19277    19.11416    71.37111    222.49156    3895.12219    5.04E-04    0.55692    0.02243    0.07334    0.86972    84.08415
bridge-5-81    0.10711    -1297.16173    -1278.79943    32.16429    52.04862    202.77251    3897.06988    0.15382    0.60152    0.00227    0.06742    0.41102    122.29106
bridge-5-82    0.0987    -1301.22165    -1277.04183    21.70027    80.96917    242.43098    3893.24635    0.06644    0.65832    0.02592    0.071    1.25324    57.59724
bridge-5-83    0.11266    -1296.69001    -1279.40202    26.45483    45.05801    196.39858    3897.81993    0.29255    0.66739    0.00279    0.04978    0.29158    132.44642
bridge-5-84    0.10282    -1297.04192    -1277.54533    31.17473    59.60785    209.10722    3899.77375    0.05842    0.58849    0.01153    0.06587    0.55974    109.93259
bridge-5-85    0.0992    -1301.28852    -1280.13499    10.33943    75.65322    229.68572    3894.97743    0.02359    0.61718    0.02344    0.06681    1.05164    70.91129
bridge-5-86    0.11195    -1298.03062    -1279.54218    26.70547    46.63625    196.19807    3896.06348    0.29986    0.65449    0.00121    0.04954    0.30068    132.27919
bridge-5-87    0.10031    -1297.75352    -1275.94335    29.01355    65.69369    215.75852    3889.01545    0.0163    0.56476    0.01891    0.06464    0.71649    96.90314
bridge-5-88    0.10651    -1298.05447    -1279.74495    32.20758    53.00098    202.3558    3899.3697    0.12681    0.64138    0.0034    0.0617    0.42249    121.84252
bridge-5-89    0.12013    -1295.99807    -1283.30527    -16.03929    39.69789    191.43994    3895.87636    0.65244    0.66291    0.00678    0.0267    0.20573    138.9153
bridge-5-9    0.10239    -1296.73402    -1279.67403    -50.39609    71.13147    262.75702    3892.98119    0.05636    0.22245    0.02961    0.15897    1.209    58.55797
bridge-5-90    0.10545    -1304.81933    -1262.13992    -16.68024    77.10892    278.15067    3890.61831    0.32577    0.95314    0.01202    0.12212    1.56508    24.58284
bridge-5-91    0.10297    -1306.38886    -1285.41151    -38.25478    71.58188    247.90465    3889.61662    0.10336    0.93166    0.01047    0.07888    1.44632    34.20374
bridge-5-92    0.11928    -1296.85066    -1281.84534    -15.4551    41.8531    191.17787    3901.58751    0.64612    0.62449    0.00542    0.02811    0.20911    139.38068
bridge-5-93    0.09904    -1300.01045    -1278.20179    17.01898    70.65666    220.74213    3898.06944    7.40E-04    0.61807    0.02243    0.06074    0.87472    83.83737
bridge-5-94    0.11128    -1298.75212    -1280.19229    26.99191    47.84765    196.13012    3898.63481    0.29084    0.66858    3.04E-04    0.04838    0.31104    131.89142
bridge-5-95    0.10054    -1303.86454    -1273.56655    30.70526    81.97231    250.48855    3885.27188    0.13622    0.79266    0.02862    0.06388    1.39427    45.34827
bridge-5-96    0.11846    -1298.11056    -1281.28892    -14.15476    43.68109    190.98517    3902.08678    0.59395    0.64319    0.00404    0.02937    0.21393    139.62485
bridge-5-97    0.10235    -1299.32135    -1277.84873    31.74988    59.58891    208.22086    3896.29324    0.05871    0.63194    0.01376    0.0564    0.57053    109.40271
bridge-5-98    0.10595    -1298.73207    -1280.04345    32.35389    53.47857    201.85401    3897.895    0.14633    0.6398    0.00477    0.05552    0.43405    121.32039
bridge-5-99    0.09866    -1304.395    -1278.03254    -27.47725    78.3546    234.77541    3893.58354    0.07005    0.76094    0.01563    0.06613    1.20989    57.2542
bridge-6-1    -0.11166    -768.87043    -535.18643    -277.94189    -183.67762    894.94288    2774.09415    0.00307    0.78778    0.12179    0.11986    0.55742    79.0145
bridge-6-10    -0.10959    -755.59011    -552.62627    -240.84992    -102.6761    781.71549    2773.63733    0.0176    0.72187    0.22456    0.09954    0.41281    89.84941
bridge-6-100    -0.0732    -690.73453    -654.71293    -53.73364    200.24579    271.02781    2791.92788    0.10774    0.34984    0.06548    0.00683    0.04865    275.83121
bridge-6-101    -0.08034    -706.34226    -654.17657    -51.55841    192.96004    294.38129    2783.72886    0.21875    0.8502    0.13254    0.04714    0.08706    202.11327
bridge-6-102    -0.07734    -695.2412    -657.18653    -51.04133    194.88058    275.24421    2790.97915    0.27678    0.59781    0.09917    0.01072    0.00214    255.43038
bridge-6-103    -0.07989    -714.66899    -654.08122    -57.06561    198.58805    308.83355    2775.87565    0.0973    0.74899    0.12903    0.06858    0.16422    169.08221
bridge-6-104    -0.07324    -690.93374    -655.15202    -50.65637    198.03143    270.03563    2791.33995    0.18274    0.32446    0.07342    0.00325    0.03931    273.89498
bridge-6-105    -0.0789    -699.70193    -659.53628    -48.96807    190.85209    278.98017    2787.93965    0.32596    0.71101    0.12154    0.01642    0.01125    235.65077
bridge-6-106    -0.08042    -731.23721    -650.71239    -19.10912    204.72032    364.52865    2762.75185    0.0014    0.3614    0.1747    0.02388    0.05651    109.89966
bridge-6-107    -0.06437    -690.01715    -654.69726    -53.99184    199.65801    263.58038    2794.58295    0.02185    0.0261    0.03819    3.00E-06    0.14594    290.24612
bridge-6-108    -0.0788    -710.00876    -653.48731    -21.849    198.09839    300.80793    2778.89388    0.12848    0.76825    0.13635    0.04816    0.14353    184.73947
bridge-6-109    -0.07303    -693.6435    -655.79898    -47.11658    195.38098    268.93369    2791.6532    0.26409    0.30706    0.08178    9.34E-04    0.0299    271.42741
bridge-6-11    -0.09771    -731.70727    -571.59141    -172.53505    119.84753    577.97895    2776.37291    0.05651    1.58992    0.13195    0.17604    0.51092    127.45529
bridge-6-110    -0.07957    -704.89669    -659.26281    -51.1687    190.63643    284.68488    2786.96253    0.27241    0.72254    0.13432    0.02701    0.04809    217.80275
bridge-6-111    -0.07665    -697.36389    -658.86062    -46.65081    191.95848    273.21405    2789.6893    0.31993    0.50387    0.10719    0.00555    2.84E-04    252.84931
bridge-6-112    -0.07791    -725.85597    -663.51867    66.19357    212.221    336.82833    2766.1334    0.00668    0.46036    0.17045    0.02891    0.11159    124.2754
bridge-6-113    -0.06538    -689.86329    -654.28898    -51.83979    198.79735    263.64536    2794.64326    0.05883    0.04617    0.0438    7.10E-05    0.13502    289.49197
bridge-6-114    -0.07703    -722.58873    -658.73289    27.4396    211.80392    327.12206    2769.03343    0.0185    0.55729    0.15124    0.04112    0.17186    138.81465
bridge-6-115    -0.06606    -690.09903    -654.58745    -49.36818    197.45898    263.49756    2794.31987    0.10903    0.05973    0.04994    5.30E-04    0.12197    288.24535
bridge-6-116    -0.07895    -710.40563    -658.17637    -53.8694    193.66204    289.86778    2784.74619    0.20785    0.69705    0.13689    0.0355    0.10681    200.73217
bridge-6-117    -0.07737    -713.87539    -651.20913    51.22014    209.2037    316.28054    2771.5022    0.0278    0.60392    0.14243    0.04351    0.1877    153.37774
bridge-6-118    -0.07257    -694.35939    -656.12469    -43.07379    192.40195    267.73518    2793.38773    0.33666    0.29043    0.09015    2.50E-05    0.02101    268.6328
bridge-6-119    -0.06645    -690.43857    -655.29016    -46.47288    195.65547    263.15666    2794.70987    0.18415    0.06661    0.0566    0.0017    0.10714    286.34833
bridge-6-12    -0.09239    -726.17331    -602.21767    -153.00869    139.58046    501.7751    2780.87296    0.05454    2.02949    0.09799    0.20458    0.37304    145.94539
bridge-6-120    -0.0778    -703.12756    -660.49131    -44.85517    188.97878    276.21077    2788.98202    0.33393    0.61413    0.12809    0.01002    0.01885    233.20589
bridge-6-121    -0.07574    -697.9527    -659.53627    -41.89926    189.11378    271.40859    2789.74394    0.37038    0.44054    0.11443    0.00227    2.54E-04    249.88083
bridge-6-122    -0.07808    -716.60259    -656.5124    31.11482    205.8976    307.81111    2777.38929    0.10704    0.59743    0.1521    0.03683    0.18552    168.9199
bridge-6-123    -0.06653    -691.96482    -655.5499    -43.11478    193.40939    262.65137    2795.04345    0.27976    0.07054    0.06365    0.00374    0.09133    283.98696
bridge-6-124    -0.07827    -708.21695    -659.3048    -41.3474    190.90788    281.70008    2785.48821    0.21717    0.66273    0.1368    0.01846    0.06388    215.804
bridge-6-125    -0.07189    -696.3078    -657.29047    -38.99364    189.20068    266.45805    2793.79606    0.38384    0.27058    0.0978    3.44E-04    0.01308    265.45988
bridge-6-126    -0.0772    -716.80125    -663.34765    -58.13128    198.81984    294.70032    2778.64594    0.16113    0.56384    0.14416    0.03719    0.1665    184.26974
bridge-6-127    -0.06636    -693.76954    -655.93638    -39.38419    190.75869    261.99928    2794.8966    0.35753    0.07143    0.07071    0.00651    0.07547    281.15361
bridge-6-128    -0.07752    -727.56122    -659.90204    92.45647    233.55673    346.19777    2759.4472    0.01238    0.33954    0.17026    0.00237    0.05876    111.64773
bridge-6-129    -0.05525    -691.90502    -661.20266    -49.02443    192.096    255.61652    2793.55852    0.12231    0.08532    0.02935    0.02035    0.2328    294.88984
bridge-6-13    -0.10225    -742.94828    -564.39722    -200.00728    81.9331    652.86321    2774.86444    0.05632    1.09915    0.17978    0.13775    0.46965    110.08625
bridge-6-130    -0.07542    -719.41695    -649.07824    98.193    224.82958    333.08504    2762.17524    2.30E-05    0.36889    0.16786    0.01217    0.12272    124.80795
bridge-6-131    -0.05633    -692.32844    -660.24669    -46.35751    191.27116    255.90653    2792.76399    0.19345    0.04999    0.0341    0.02212    0.21676    294.06237
bridge-6-132    -0.07466    -703.53279    -660.6902    -37.10623    186.52107    269.81983    2789.54486    0.40227    0.39743    0.12029    5.77E-04    0.00253    246.50773
bridge-6-133    -0.07748    -715.37957    -666.19915    -52.0965    195.15494    285.84553    2783.37036    0.21192    0.56393    0.141    0.02444    0.12913    199.0368
bridge-6-134    -0.06594    -696.79953    -657.26024    -35.38262    187.77386    261.2126    2793.781    0.4276    0.07487    0.07768    0.00972    0.0601    277.82606
bridge-6-135    -0.07479    -721.33866    -661.99337    54.29776    215.02778    315.63927    2767.67632    0.00611    0.45674    0.15603    0.03214    0.16194    139.78905
bridge-6-136    -0.0571    -692.33342    -659.25929    -43.42492    189.98568    256.02936    2792.36877    0.29204    0.02343    0.03944    0.02475    0.19846    292.65393
bridge-6-137    -0.07658    -707.69422    -661.71612    -40.46648    187.72655    274.07052    2789.05508    0.30531    0.50081    0.13379    0.00546    0.02919    230.45713
bridge-6-138    -0.07099    -699.72649    -659.0477    -34.85709    185.98294    265.17434    2793.60058    0.44494    0.25259    0.10454    0.00156    0.00662    261.76955
bridge-6-139    -0.0753    -719.26484    -658.11237    -52.72292    209.88033    305.50438    2770.15126    0.03386    0.47361    0.14704    0.03823    0.2019    153.6717
bridge-6-14    -0.09313    -723.30004    -604.33377    -144.85957    144.94973    499.57947    2780.87975    0.07075    1.89866    0.11322    0.18265    0.33388    147.1949
bridge-6-140    -0.05756    -694.37001    -659.06173    -40.16176    188.25501    255.98788    2792.40524    0.40367    0.00805    0.04519    0.02798    0.17863    290.62135
bridge-6-141    -0.07694    -710.43795    -659.07069    -33.27015    191.46149    279.55746    2784.30112    0.19294    0.57319    0.14003    0.01127    0.08288    213.91636
bridge-6-142    -0.07641    -717.02349    -663.93998    -48.01084    206.62673    296.52118    2775.29613    0.06796    0.49128    0.14218    0.03148    0.21208    168.39389
bridge-6-143    -0.0653    -700.15084    -658.32964    -31.18357    184.57033    260.30968    2791.99119    0.50165    0.08598    0.08438    0.01297    0.0458    274.0953
bridge-6-144    -0.05774    -697.25675    -659.11993    -36.52226    186.11872    255.79208    2793.69929    0.51575    0.00118    0.0512    0.03145    0.15801    288.0378
bridge-6-145    -0.07344    -707.55918    -661.38399    -33.34236    184.39328    268.42094    2790.66599    0.39574    0.3622    0.12484    2.10E-05    0.00704    243.0072
bridge-6-146    -0.06994    -703.95932    -659.43438    -30.79137    182.94825    263.90231    2793.98222    0.48875    0.23541    0.11006    0.00314    0.0023    257.83387
bridge-6-147    -0.07558    -715.82079    -665.14965    -31.4653    201.96057    290.29914    2778.88703    0.1047    0.51854    0.14219    0.02301    0.19462    183.23582
bridge-6-148    -0.05766    -699.18395    -658.68496    -32.51151    183.62791    255.45469    2795.67136    0.60677    1.65E-04    0.05714    0.03479    0.13718    284.99524
bridge-6-149    -0.07525    -711.23623    -663.33725    -37.39873    187.14129    272.50196    2788.88207    0.28633    0.40468    0.13818    0.00249    0.04206    227.47166
bridge-6-15    -0.09665    -731.11435    -593.71414    -165.90169    128.27387    526.72924    2777.85184    0.07654    1.55489    0.13808    0.16331    0.38149    129.4154
bridge-6-150    -0.06449    -702.73905    -658.92141    -26.98487    181.2848    259.32194    2792.05544    0.57954    0.09349    0.0904    0.01576    0.03313    269.9864
bridge-6-151    -0.07601    -714.33887    -665.14763    -20.27013    197.49125    284.67465    2783.49718    0.13613    0.5322    0.13955    0.01369    0.15558    197.38349
bridge-6-152    -0.05735    -701.82805    -659.03735    -28.16864    180.84262    254.97841    2796.80477    0.67992    0.0018    0.06279    0.03751    0.11686    281.50386
bridge-6-153    -0.07499    -726.5503    -652.91204    77.43401    216.95364    322.67571    2762.53465    6.45E-04    0.26614    0.1421    0.0085    0.05268    112.54144
bridge-6-154    -0.04401    -698.47501    -667.02022    -44.8038    181.28772    248.57938    2797.36195    0.58771    0.34769    0.02007    0.06989    0.31016    290.87628
bridge-6-155    -0.07331    -725.56337    -663.81543    56.02775    213.79273    310.12243    2763.86853    6.80E-05    0.31523    0.14821    0.01877    0.10213    126.69386
bridge-6-156    -0.04517    -699.94093    -665.74988    -41.75586    180.60013    248.98599    2797.47289    0.68687    0.24791    0.0238    0.07013    0.29218    290.11375
bridge-6-157    -0.07288    -718.66071    -654.82253    64.16206    212.11409    309.02861    2767.8086    0.00519    0.38492    0.14669    0.02633    0.17182    140.53527
bridge-6-158    -0.04602    -701.57514    -663.96562    -38.49138    179.50506    249.25824    2798.0627    0.79592    0.16464    0.02788    0.07063    0.27202    288.80233
bridge-6-159    -0.06876    -709.39079    -660.40504    -26.88872    180.23658    262.68695    2793.80163    0.47525    0.21492    0.11377    0.00454    2.46E-04    253.63475
bridge-6-16    -0.08871    -720.57581    -652.77897    -136.40346    163.43423    432.19346    2781.93233    0.02052    2.35467    0.06848    0.2054    0.24671    164.37117
bridge-6-160    -0.07552    -714.38069    -661.41897    -34.88503    192.10181    277.73489    2785.80494    0.18754    0.45825    0.14248    0.00598    0.10403    211.5969
bridge-6-161    -0.05683    -705.59005    -659.99541    -23.5419    177.8473    254.37376    2797.30563    0.74255    0.00477    0.06804    0.03906    0.09786    277.55019
bridge-6-162    -0.07358    -718.73391    -659.14331    46.41824    209.57098    303.66125    2768.66039    0.0196    0.4278    0.15304    0.01929    0.21781    154.15581
bridge-6-163    -0.07217    -711.98724    -662.01381    -30.19987    182.84146    267.17577    2791.17092    0.35188    0.33701    0.12803    1.35E-04    0.01345    239.48036
bridge-6-164    -0.0635    -708.8917    -659.92074    -23.08369    178.05591    258.27833    2792.62735    0.63717    0.09498    0.09531    0.01747    0.02277    265.50514
bridge-6-165    -0.04659    -703.4431    -662.57326    -34.9628    178.02912    249.39339    2798.4409    0.88145    0.10848    0.03217    0.07101    0.25058    286.92964
bridge-6-166    -0.07485    -717.8391    -660.94826    -39.19947    203.65818    294.82109    2773.58262    0.03167    0.44478    0.14212    0.01972    0.23081    168.32656
bridge-6-167    -0.04691    -705.97561    -662.07181    -31.1314    176.20686    249.39086    2798.21578    0.94614    0.07102    0.03658    0.07085    0.22862    284.49426
bridge-6-168    -0.07391    -714.77087    -663.62999    -32.59392    187.0772    271.61457    2789.19815    0.25375    0.36707    0.13967    7.28E-04    0.05701    224.38771
bridge-6-169    -0.05614    -710.22534    -660.20738    -18.70796    174.74033    253.65969    2797.6924    0.79853    0.01269    0.07282    0.03901    0.08074    273.20347
bridge-6-17    -0.10734    -749.64089    -554.20791    -219.23293    -20.55877    743.39499    2769.16471    0.02895    0.68163    0.23305    0.09269    0.37138    93.42265
bridge-6-170    -0.07415    -716.6092    -663.65719    -25.02638    202.75883    286.62976    2777.76608    0.04663    0.4909    0.14021    0.01227    0.22087    182.73317
bridge-6-171    -0.047    -709.29732    -662.19257    -26.95231    174.08406    249.25444    2797.43135    0.99695    0.04224    0.04103    0.06973    0.20677    281.5902
bridge-6-172    -0.06752    -715.57794    -661.94161    -22.80419    177.92715    261.62851    2792.3222    0.44933    0.19071    0.11593    0.0055    2.23E-04    249.35282
bridge-6-173    -0.06242    -714.47628    -660.00159    -19.42916    175.01692    257.23416    2794.96758    0.63428    0.10012    0.09885    0.01775    0.01483    260.90972
bridge-6-174    -0.07468    -716.20749    -662.49083    -30.32386    198.13783    282.74111    2781.71197    0.07545    0.41767    0.14716    0.00648    0.17655    196.3564
bridge-6-175    -0.04686    -713.04747    -661.87963    -22.33484    171.71945    248.99512    2796.65071    1.03288    0.02058    0.04535    0.06735    0.18553    278.29219
bridge-6-176    -0.07087    -716.60722    -663.47763    -27.64546    181.70734    266.16497    2790.63922    0.32492    0.30705    0.13009    6.44E-04    0.0212    235.97821
bridge-6-177    -0.05531    -715.81095    -659.81641    -13.56569    171.63014    252.87371    2798.19551    0.81794    0.02042    0.07677    0.03706    0.06601    268.68043
bridge-6-178    -0.07422    -716.8109    -662.63476    -33.20237    192.72574    276.73046    2786.50534    0.13343    0.39532    0.1411    0.00226    0.12679    209.34386
bridge-6-179    -0.04656    -716.89864    -661.29737    -17.08517    169.18115    248.63193    2796.27203    1.05148    0.00821    0.04934    0.0635    0.16532    274.61561
bridge-6-18    -0.08891    -717.71182    -645.56341    -130.93141    167.61977    423.07553    2781.58473    0.06032    2.22738    0.07992    0.19454    0.21521    165.38985
bridge-6-180    -0.07305    -726.99713    -657.1118    101.13028    215.571    314.98433    2760.61692    6.82E-04    0.235    0.13462    0.00339    0.04399    113.83735
bridge-6-181    -0.03126    -716.48596    -671.42028    -41.31181    167.90222    242.50412    2796.45162    1.56102    0.38157    0.01131    0.10547    0.35715    276.56135
bridge-6-182    -0.07155    -723.7425    -654.62462    81.72132    212.85018    312.95112    2762.10192    2.74E-04    0.30211    0.14208    0.00982    0.10647    127.70349
bridge-6-183    -0.03241    -717.46545    -669.90961    -38.23565    167.44964    242.91393    2797.56584    1.54661    0.30875    0.01375    0.1027    0.34231    276.31007
bridge-6-184    -0.07139    -720.98311    -659.96475    69.32105    210.15316    302.79267    2764.56585    0.00112    0.33463    0.14207    0.0137    0.17897    141.2596
bridge-6-185    -0.06128    -719.49577    -660.0279    -16.03493    172.23878    256.26817    2796.66811    0.56997    0.1022    0.1011    0.0165    0.00917    256.37127
bridge-6-186    -0.03332    -718.77859    -668.04836    -34.98548    166.68569    243.23338    2799.13259    1.53516    0.24474    0.01637    0.09929    0.32562    275.48749
bridge-6-187    -0.07222    -719.47653    -659.79189    45.43609    206.59665    300.40879    2770.94121    0.00817    0.37341    0.15646    0.0104    0.23153    154.99913
bridge-6-188    -0.03401    -720.59971    -666.23872    -31.52807    165.63503    243.45971    2800.42854    1.51714    0.19387    0.01909    0.09513    0.30767    274.14142
bridge-6-189    -0.06628    -719.4415    -662.83426    -19.55795    175.94803    260.79138    2792.33144    0.39942    0.18494    0.11731    0.00584    0.00177    245.20751
bridge-6-19    -0.10036    -737.40331    -582.43066    -185.44505    113.17953    586.42824    2771.39765    0.0574    1.00079    0.1876    0.12806    0.32312    112.59634
bridge-6-190    -0.05438    -720.72521    -659.83526    -7.29814    168.61558    252.07211    2798.61469    0.7699    0.02389    0.07972    0.03321    0.05386    264.06376
bridge-6-191    -0.07262    -718.58279    -663.41064    -24.79288    186.94786    271.35872    2788.82086    0.18509    0.33702    0.13927    3.50E-05    0.07204    221.68601
bridge-6-192    -0.04608    -720.65164    -661.1852    -10.52213    166.54244    248.19495    2796.58009    1.0524    0.00247    0.05289    0.05801    0.1466    270.61936
bridge-6-193    -0.07352    -719.18433    -668.49528    -33.50348    205.01135    290.74526    2774.60674    0.02012    0.39836    0.1454    0.00727    0.25324    168.2043
bridge-6-194    -0.03449    -722.65911    -664.72008    -27.81931    164.32929    243.59613    2801.2952    1.48981    0.15452    0.02185    0.09007    0.28897    272.32852
bridge-6-195    -0.07297    -717.42785    -659.11208    38.7422    202.21246    289.00652    2778.78679    0.02606    0.42582    0.14777    0.00381    0.23607    181.78895
bridge-6-196    -0.03478    -724.85535    -663.68245    -23.79162    162.806    243.64972    2801.86472    1.45275    0.12391    0.02459    0.08396    0.27002    270.10226
bridge-6-197    -0.06964    -721.20395    -664.13265    -26.19378    180.62789    265.48944    2792.05173    0.25983    0.27729    0.13126    0.00128    0.02918    232.68138
bridge-6-198    -0.04549    -725.51924    -661.45174    6.46352    163.87971    247.7252    2797.37214    1.01458    4.84E-04    0.05585    0.05089    0.12989    266.45322
bridge-6-199    -0.07349    -718.3954    -665.80375    -46.1176    196.92244    281.18235    2781.03543    0.05337    0.34654    0.14829    0.00239    0.19982    195.1001
bridge-6-2    -0.10456    -751.50458    -545.00168    -232.80321    -84.64996    748.6283    2778.20069    0.01455    1.28763    0.10388    0.15934    0.7951    101.08338
bridge-6-20    -0.09238    -722.55227    -623.58168    -141.05901    149.75984    460.9737    2778.07051    0.07661    1.79583    0.12416    0.16231    0.25856    148.87574
bridge-6-200    -0.03489    -727.4585    -663.04743    -19.3054    161.10902    243.63348    2802.15063    1.40299    0.09935    0.02724    0.07675    0.25137    267.52147
bridge-6-201    -0.06013    -724.95881    -660.9324    -13.09056    169.71472    255.47839    2797.42631    0.47016    0.10567    0.10239    0.01398    0.00535    251.94174
bridge-6-202    -0.05342    -726.27784    -660.36091    6.6344    165.76708    251.33838    2798.36521    0.67085    0.02632    0.08173    0.02778    0.04403    259.47435
bridge-6-203    -0.07309    -719.57315    -665.07567    -31.60981    192.08441    276.29227    2786.41789    0.07859    0.35084    0.14141    3.14E-04    0.14641    207.55792
bridge-6-204    -0.03485    -730.64513    -662.46412    -13.99345    159.28808    243.56777    2802.23087    1.33811    0.07712    0.02974    0.06843    0.23345    264.6529
bridge-6-205    -0.06511    -724.9994    -663.94933    -17.93922    174.07812    260.24162    2793.21571    0.32313    0.18568    0.11805    0.00547    0.00416    241.26844
bridge-6-206    -0.04482    -730.83768    -661.32467    12.87695    161.26899    247.28325    2798.78875    0.92621    1.00E-06    0.05813    0.04246    0.11528    262.23368
bridge-6-207    -0.07151    -722.54409    -663.46703    -20.94053    185.89237    271.35618    2787.835    0.11391    0.30239    0.13968    1.74E-04    0.08553    219.41516
bridge-6-208    -0.03467    -734.45355    -661.64666    -6.06241    157.39698    243.48083    2802.49644    1.25405    0.05719    0.03206    0.05917    0.21656    261.58445
bridge-6-209    -0.05245    -732.29428    -661.05544    10.47705    163.12271    250.7885    2797.23483    0.54605    0.02881    0.08296    0.02133    0.0361    255.0961
bridge-6-21    -0.0888    -716.86675    -628.10734    -128.06728    171.54767    421.57448    2783.14036    0.08789    2.06231    0.08918    0.19127    0.20198    166.42458
bridge-6-210    -0.07195    -724.29218    -655.47994    139.26007    216.94421    315.60004    2762.06267    9.30E-05    0.22694    0.14064    1.91E-04    0.03837    114.8998
bridge-6-211    -0.01837    -740.25567    -671.6491    -38.56059    153.91263    238.36432    2806.34551    1.93659    0.37431    0.00459    0.08464    0.36325    254.01895
bridge-6-212    -0.07043    -722.98844    -654.94768    105.4656    210.89477    306.72013    2764.5701    0    0.27149    0.1458    0.00266    0.10699    128.87915
bridge-6-213    -0.05906    -729.88689    -661.70198    -10.65413    167.3604    254.99592    2797.68979    0.36741    0.11302    0.10309    0.01065    0.00288    247.81598
bridge-6-214    -0.0441    -735.78262    -660.87362    16.22601    158.7811    246.94529    2800.54826    0.79637    1.04E-04    0.05978    0.03325    0.10256    258.11168
bridge-6-215    -0.01938    -740.58573    -670.9303    -35.99043    153.73627    238.68704    2805.89631    1.86148    0.33642    0.00574    0.0815    0.35448    254.30081
bridge-6-216    -0.07034    -721.72686    -663.56077    62.24007    207.14807    303.42111    2763.99891    0.00169    0.3161    0.14738    0.0039    0.18053    142.01183
bridge-6-217    -0.02025    -741.18104    -670.31519    -33.31203    153.38051    238.98128    2805.42579    1.77817    0.29899    0.00698    0.07742    0.34443    254.19485
bridge-6-218    -0.06854    -725.53403    -665.0341    -26.49711    179.09906    265.12565    2792.99484    0.17103    0.24726    0.13171    0.00185    0.03669    229.81054
bridge-6-219    -0.0344    -738.4957    -660.93976    10.16334    155.4924    243.40912    2803.20516    1.13872    0.04272    0.0341    0.04925    0.20088    258.42122
bridge-6-22    -0.0951    -731.06975    -615.80391    -159.01043    137.90781    498.99064    2775.9132    0.09238    1.45812    0.14938    0.14396    0.32138    131.89271
bridge-6-220    -0.07123    -720.51844    -656.48082    71.95355    204.69072    297.34037    2768.72312    8.29E-04    0.35058    0.15786    0.00258    0.23344    155.47624
bridge-6-221    -0.02097    -742.09279    -669.49614    -30.51028    152.86135    239.24907    2805.02209    1.68615    0.26444    0.0083    0.07247    0.3334    253.72881
bridge-6-222    -0.0725    -720.52769    -673.0778    -65.358    202.13998    285.22867    2772.43384    0.00885    0.34638    0.14571    0.00324    0.26548    168.38818
bridge-6-223    -0.02155    -743.41116    -668.41191    -27.5659    152.19834    239.49227    2804.67714    1.58454    0.23395    0.00965    0.06674    0.32161    252.93122
bridge-6-224    -0.07202    -719.65612    -666.57662    -30.81009    199.43239    285.53268    2778.9113    0.01354    0.33908    0.15075    0.00125    0.25166    180.8942
bridge-6-225    -0.022    -745.16815    -667.22327    -24.44909    151.41483    239.71747    2804.3225    1.47341    0.20743    0.01101    0.0603    0.30937    251.83868
bridge-6-226    -0.06407    -729.90339    -665.29786    -17.55491    172.03229    260.05336    2793.63471    0.21285    0.18517    0.11829    0.00448    0.0068    237.9044
bridge-6-227    -0.03405    -742.27068    -660.73619    14.96245    153.63251    243.39514    2804.08877    0.98687    0.03332    0.03584    0.03908    0.18646    255.25584
bridge-6-228    -0.05153    -736.45843    -661.05963    12.34554    160.69484    250.54968    2796.73724    0.41576    0.03193    0.08371    0.01461    0.02965    251.11195
bridge-6-229    -0.04337    -739.87522    -660.53771    18.38436    156.4786    246.79452    2802.25893    0.63524    2.23E-04    0.06092    0.02392    0.09153    254.26343
bridge-6-23    -0.08623    -712.8025    -611.82512    -115.55328    188.34604    395.27195    2787.66884    0.03958    2.19444    0.06536    0.22253    0.13196    184.15373
bridge-6-230    -0.07255    -721.09408    -666.49025    -27.35738    195.24345    280.8859    2780.76334    0.0251    0.32333    0.1461    1.44E-04    0.21784    193.90632
bridge-6-231    -0.02232    -747.32333    -666.1983    -21.11157    150.53762    239.93396    2803.91918    1.35329    0.18459    0.01235    0.0533    0.29688    250.4958
bridge-6-232    -0.0722    -722.84589    -668.74501    -36.46084    189.86761    275.71787    2785.73227    0.04026    0.31481    0.14302    9.90E-05    0.16067    206.30837
bridge-6-233    -0.02254    -749.76618    -665.46714    -17.45393    149.59637    240.15396    2803.58746    1.22556    0.16479    0.01365    0.04588    0.28437    248.96058
bridge-6-234    -0.0581    -734.56434    -661.87326    -8.54837    165.0623    254.94768    2797.83185    0.24395    0.1165    0.10335    0.007    0.00137    244.31437
